RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,date,zori,geoid
3197,1395,Transylvania County,county,NC,NC,"${str}",2026-01-31,1966.666667,
1440,33,Travis County,county,TX,TX,"${str}",2026-01-31,1562.519907,
756,782,Troup County,county,GA,GA,"${str}",2026-01-31,1286.970782,
2583,336,Trumbull County,county,OH,OH,"${str}",2026-01-31,1135.638889,
1442,151,Tulare County,county,CA,CA,"${str}",2026-01-31,1771.159609,
757,101,Tulsa County,county,OK,OK,"${str}",2026-01-31,1333.222154,
2584,938,Tuolumne County,county,CA,CA,"${str}",2026-01-31,1565.0,
3043,308,Tuscaloosa County,county,AL,AL,"${str}",2026-01-31,1533.914451,
3044,646,Tuscarawas County,county,OH,OH,"${str}",2026-01-31,1034.027778,
3045,665,Twin Falls County,county,ID,ID,"${str}",2026-01-31,1648.875926,
1447,1324,Uintah County,county,UT,UT,"${str}",2026-01-31,1469.166667,
1448,369,Ulster County,county,NY,NY,"${str}",2026-01-31,2151.445238,
2585,717,Umatilla County,county,OR,OR,"${str}",2026-01-31,1423.553571,
770,286,Union County,county,NC,NC,"${str}",2026-01-31,2001.863437,
771,120,Union County,county,NJ,NJ,"${str}",2026-01-31,2546.380505,
773,867,Union County,county,OH,OH,"${str}",2026-01-31,1477.238095,
774,1597,Union County,county,OR,OR,"${str}",2026-01-31,1317.333333,
775,1130,Union County,county,PA,PA,"${str}",2026-01-31,1253.333333,
322,105,Utah County,county,UT,UT,"${str}",2026-01-31,1740.196276,
2857,1038,Val Verde County,county,TX,TX,"${str}",2026-01-31,1388.888889,
2586,742,Valencia County,county,NM,NM,"${str}",2026-01-31,1908.555556,
2860,744,Van Buren County,county,MI,MI,,2026-01-31,1127.916667,
2862,895,Van Zandt County,county,TX,TX,,2026-01-31,1422.222222,
781,1142,Vance County,county,NC,NC,"${str}",2026-01-31,1060.416667,
3146,374,Vanderburgh County,county,IN,IN,"${str}",2026-01-31,1015.815551,
2060,991,Venango County,county,PA,PA,"${str}",2026-01-31,887.5,
2061,74,Ventura County,county,CA,CA,"${str}",2026-01-31,2967.269811,
2865,747,Vermilion County,county,IL,IL,"${str}",2026-01-31,824.9047619,
2866,911,Vermilion Parish,county,LA,LA,"${str}",2026-01-31,1814.166667,
1457,1020,Vernon Parish,county,LA,LA,"${str}",2026-01-31,1171.666667,
2588,656,Victoria County,county,TX,TX,"${str}",2026-01-31,1178.58664,
323,576,Vigo County,county,IN,IN,"${str}",2026-01-31,979.6436497,
3286,155,Virginia Beach City,county,VA,VA,"${str}",2026-01-31,1974.855731,
2063,127,Volusia County,county,FL,FL,"${str}",2026-01-31,1762.58218,
2065,712,Wagoner County,county,OK,OK,"${str}",2026-01-31,1679.655556,
324,39,Wake County,county,NC,NC,"${str}",2026-01-31,1641.63192,
2066,1388,Wakulla County,county,FL,FL,"${str}",2026-01-31,1620.833333,
1464,833,Walker County,county,AL,AL,"${str}",2026-01-31,1285.277778,
1465,796,Walker County,county,GA,GA,"${str}",2026-01-31,1361.444444,
1466,739,Walker County,county,TX,TX,"${str}",2026-01-31,1293.372222,
3147,862,Walla Walla County,county,WA,WA,"${str}",2026-01-31,1478.461538,
1467,935,Waller County,county,TX,TX,"${str}",2026-01-31,2277.99537,
1468,757,Walton County,county,FL,FL,"${str}",2026-01-31,1982.448797,
1469,632,Walton County,county,GA,GA,"${str}",2026-01-31,1903.910256,
2592,578,Walworth County,county,WI,WI,"${str}",2026-01-31,1404.761905,
325,781,Ward County,county,ND,ND,"${str}",2026-01-31,1012.264706,
327,1310,Ware County,county,GA,GA,"${str}",2026-01-31,950.0,
1471,979,Warren County,county,IA,IA,"${str}",2026-01-31,1257.333333,
1474,487,Warren County,county,KY,KY,"${str}",2026-01-31,1255.224638,
1475,1331,Warren County,county,MO,MO,"${str}",2026-01-31,1118.75,
1478,562,Warren County,county,NJ,NJ,"${str}",2026-01-31,1938.7886,
1479,827,Warren County,county,NY,NY,"${str}",2026-01-31,1491.25,
1480,283,Warren County,county,OH,OH,"${str}",2026-01-31,1933.830421,
1483,1195,Warren County,county,VA,VA,"${str}",2026-01-31,1766.666667,
2070,848,Warrick County,county,IN,IN,"${str}",2026-01-31,1292.166667,
2071,1362,Wasatch County,county,UT,UT,"${str}",2026-01-31,2442.956044,
785,1586,Wasco County,county,OR,OR,"${str}",2026-01-31,1702.083333,
1484,1933,Waseca County,county,MN,MN,,2026-01-31,990.0,
3048,279,Washington County,county,AR,AR,"${str}",2026-01-31,1620.771136,
3059,441,Washington County,county,MD,MD,"${str}",2026-01-31,1466.000556,
3061,264,Washington County,county,MN,MN,"${str}",2026-01-31,1941.813617,
3067,884,Washington County,county,OH,OH,"${str}",2026-01-31,1223.75,
3068,967,Washington County,county,OK,OK,"${str}",2026-01-31,1114.962302,
3069,112,Washington County,county,OR,OR,"${str}",2026-01-31,1840.069211,
3070,326,Washington County,county,PA,PA,"${str}",2026-01-31,1340.397185,
3071,498,Washington County,county,RI,RI,"${str}",2026-01-31,2508.641026,
3072,489,Washington County,county,TN,TN,"${str}",2026-01-31,1429.572125,
3073,1321,Washington County,county,TX,TX,"${str}",2026-01-31,1586.0,
3074,378,Washington County,county,UT,UT,"${str}",2026-01-31,1901.33832,
3076,887,Washington County,county,VT,VT,"${str}",2026-01-31,1485.0,
3077,478,Washington County,county,WI,WI,"${str}",2026-01-31,1483.747619,
1485,147,Washoe County,county,NV,NV,"${str}",2026-01-31,1902.192795,
2869,192,Washtenaw County,county,MI,MI,"${str}",2026-01-31,2049.807486,
2073,948,Watauga County,county,NC,NC,"${str}",2026-01-31,1800.915825,
2596,174,Waukesha County,county,WI,WI,"${str}",2026-01-31,1585.395944,
789,815,Wayne County,county,IN,IN,"${str}",2026-01-31,854.3055556,
791,18,Wayne County,county,MI,MI,"${str}",2026-01-31,1358.678209,
794,535,Wayne County,county,NC,NC,"${str}",2026-01-31,1421.805556,
796,655,Wayne County,county,NY,NY,"${str}",2026-01-31,1386.25,
797,541,Wayne County,county,OH,OH,"${str}",2026-01-31,1331.5,
798,987,Wayne County,county,PA,PA,,2026-01-31,1339.722222,
3262,1767,Waynesboro City,county,VA,VA,"${str}",2026-01-31,1368.333333,
2075,1397,Weakley County,county,TN,TN,"${str}",2026-01-31,895.8333333,
328,261,Webb County,county,TX,TX,"${str}",2026-01-31,1273.625,
802,269,Weber County,county,UT,UT,"${str}",2026-01-31,1498.41849,
2077,1278,Webster County,county,IA,IA,"${str}",2026-01-31,819.6666667,
2080,1226,Webster County,county,MO,MO,"${str}",2026-01-31,972.5,
329,220,Weld County,county,CO,CO,"${str}",2026-01-31,1711.377255,
803,1535,Wells County,county,IN,IN,"${str}",2026-01-31,899.0,
3271,1570,West Baton Rouge Parish,county,LA,LA,"${str}",2026-01-31,1168.944444,
3148,48,Westchester County,county,NY,NY,"${str}",2026-01-31,2955.391384,
3200,201,Westmoreland County,county,PA,PA,"${str}",2026-01-31,1028.128268,
3201,1964,Westmoreland County,county,VA,VA,,2026-01-31,1878.333333,
2085,1166,Wharton County,county,TX,TX,"${str}",2026-01-31,1587.5,
2086,307,Whatcom County,county,WA,WA,"${str}",2026-01-31,1882.20841,
805,735,White County,county,AR,AR,"${str}",2026-01-31,1236.428571,
2872,596,Whitfield County,county,GA,GA,"${str}",2026-01-31,1524.904762,
2091,1359,Whitley County,county,IN,IN,"${str}",2026-01-31,1030.0,
2093,1032,Whitman County,county,WA,WA,"${str}",2026-01-31,1461.467768,
2095,500,Wichita County,county,TX,TX,"${str}",2026-01-31,1199.249881,
2598,595,Wicomico County,county,MD,MD,"${str}",2026-01-31,1479.055861,
1492,820,Wilkes County,county,NC,NC,"${str}",2026-01-31,1100.0,
330,97,Will County,county,IL,IL,"${str}",2026-01-31,2112.363515,
2599,1238,Williams County,county,ND,ND,"${str}",2026-01-31,1361.350996,
3279,2147,Williamsburg City,county,VA,VA,"${str}",2026-01-31,2090.166667,
3079,807,Williamson County,county,IL,IL,"${str}",2026-01-31,970.1904762,
3080,280,Williamson County,county,TN,TN,"${str}",2026-01-31,2008.645149,
3081,114,Williamson County,county,TX,TX,"${str}",2026-01-31,1541.200229,
1495,724,Wilson County,county,NC,NC,"${str}",2026-01-31,1375.648148,
1496,458,Wilson County,county,TN,TN,"${str}",2026-01-31,1979.196748,
1497,1015,Wilson County,county,TX,TX,"${str}",2026-01-31,1681.25,
3263,1529,Winchester City,county,VA,VA,"${str}",2026-01-31,1534.623932,
2097,542,Windham County,county,CT,CT,"${str}",2026-01-31,1703.703704,
2098,1071,Windham County,county,VT,VT,,2026-01-31,1733.333333,
2099,914,Windsor County,county,VT,VT,"${str}",2026-01-31,1770.0,
2877,245,Winnebago County,county,IL,IL,"${str}",2026-01-31,1193.20332,
2878,386,Winnebago County,county,WI,WI,"${str}",2026-01-31,1112.997995,
1498,1002,Winona County,county,MN,MN,"${str}",2026-01-31,1060.388889,
333,794,Wise County,county,TX,TX,"${str}",2026-01-31,1684.396825,
335,490,Wood County,county,OH,OH,"${str}",2026-01-31,1497.969577,
337,753,Wood County,county,WI,WI,"${str}",2026-01-31,904.6666667,
338,687,Wood County,county,WV,WV,"${str}",2026-01-31,937.9166667,
2601,586,Woodbury County,county,IA,IA,"${str}",2026-01-31,1168.809524,
2603,1571,Woodford County,county,KY,KY,"${str}",2026-01-31,1785.916667,
2879,70,Worcester County,county,MA,MA,"${str}",2026-01-31,2102.800661,
2880,971,Worcester County,county,MD,MD,"${str}",2026-01-31,2066.333333,
1500,469,Wright County,county,MN,MN,"${str}",2026-01-31,1650.701923,
2881,392,Wyandotte County,county,KS,KS,"${str}",2026-01-31,1260.200894,
1503,275,Yakima County,county,WA,WA,"${str}",2026-01-31,1301.708333,
2110,572,Yamhill County,county,OR,OR,"${str}",2026-01-31,1870.980159,
2112,291,Yavapai County,county,AZ,AZ,"${str}",2026-01-31,1822.779084,
3149,407,Yellowstone County,county,MT,MT,"${str}",2026-01-31,1388.920338,
340,315,Yolo County,county,CA,CA,"${str}",2026-01-31,2278.284962,
341,324,York County,county,ME,ME,"${str}",2026-01-31,2079.577117,
343,157,York County,county,PA,PA,"${str}",2026-01-31,1309.84778,
344,250,York County,county,SC,SC,"${str}",2026-01-31,1629.170185,
345,770,York County,county,VA,VA,"${str}",2026-01-31,1964.766717,
819,1989,Young County,county,TX,TX,,2026-01-31,1095.0,
346,713,Yuba County,county,CA,CA,"${str}",2026-01-31,1983.444444,
347,334,Yuma County,county,AZ,AZ,"${str}",2026-01-31,1380.75601,
