RegionID,SizeRank,RegionName,RegionType,StateName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30
51,22,South Carolina,state,,114250,114503,114708,115179,115619,116104,116574,117091,117626,118152,118676,119123,119644,120110,120593,120924,121297,121693,122179,122576,122915,123232,123564,123896,124149,124302,124434,124557,124775,125007,125339,125660,125980,126283,126607,126940,127267,127623,127967,128242,128520,128843,129307,129785,130263,130721,131166,131613,132033,132473,132937,133392,133963,134611,135385,136099,136847,137613,138431,139230,140013,140790,141664,142545,143439,144371,145471,146632,147766,148831,149849,150891,151866,153032,154128,155292,156416,157660,158944,160110,161106,161930,162552,163052,163485,163894,164276,164538,164791,164962,165129,165268,165355,165290,165154,164994,164944,164834,164572,164242,163931,163653,163147,162481,161753,161086,160219,159326,158300,157370,156602,155881,155056,154043,153105,152355,151694,151083,150617,150326,150184,149999,149746,149563,149502,149363,148999,148493,147847,147140,146439,145650,144773,143755,142918,142128,141409,140713,140173,139690,139208,138715,138253,138021,137992,138294,138705,139166,139597,139939,140169,140236,140367,140554,140699,140787,140890,141163,141589,142100,142677,143283,143803,144338,144804,145391,145744,146111,146450,147047,147590,148153,148716,149273,149834,150156,150376,150368,150526,150769,151151,151597,152185,152885,153707,154513,155344,156160,156970,157890,158763,159703,160668,161541,162075,162513,162909,163498,163968,164546,165283,166227,167159,167932,168408,168790,169180,169911,170599,171309,171929,172674,173549,174450,175470,176425,177341,178213,179271,180112,180838,181312,182144,183117,184166,184849,185475,186069,186883,187717,188678,189534,190348,191142,191909,192665,193232,193965,194970,196164,197441,198497,199616,200641,201526,202296,203317,204902,207272,210025,213000,215800,218417,221105,223884,226799,230196,234178,238194,241359,243660,246015,248968,252270,256417,261164,266556,272055,277272,282184,285570,287337,287482,287441,287336,287100,286487,285935,286046,286873,288210,289932,291344,292594,293469,294273,295038,295556,295889,296447,297605,299094,300310,300922,301193,301305,301258,301140,300850,301022,301476,302050,301958,301444,300828,300099,299435,298798,298756,299001,299502
4,23,Alabama,state,,99913,100087,100204,100465,100756,101108,101434,101729,102045,102408,102819,103273,103781,104211,104566,104821,105074,105335,105629,105892,106186,106525,106856,107103,107249,107406,107538,107688,107879,108117,108393,108642,108905,109169,109447,109731,109978,110256,110541,110893,111206,111490,111759,112049,112364,112643,112925,113188,113460,113718,114008,114304,114668,115125,115669,116186,116661,117150,117731,118359,118899,119324,119643,119968,120323,120761,121265,121796,122345,122990,123789,124674,125575,126470,127459,128507,129544,130537,131460,132412,133243,133980,134441,134790,134989,135437,135985,136687,137112,137392,137486,137612,137713,137803,137790,137694,137485,137272,137027,136843,136725,136709,136656,136416,136124,135711,135357,134839,134405,133909,133424,132814,132213,131585,130983,130360,129766,129272,128871,128543,128341,128196,127924,127538,127081,126625,126031,125379,124781,124299,123738,123078,122373,121762,121330,120985,120722,120444,120138,119827,119475,119111,118650,118263,118119,118183,118515,119023,119935,121240,122614,123637,124585,125428,126329,126944,127236,127399,127640,128113,128786,129370,129765,130124,130422,130910,131216,131611,131954,132464,132854,133247,133606,133869,134179,134453,134591,134354,134078,133908,133805,133694,133795,134294,134928,135460,135820,136155,136450,136861,137244,137794,138410,139099,139451,139805,140018,140363,140430,140606,140911,141426,141933,142446,142888,143202,143395,143578,143712,143815,144087,144550,145171,145810,146478,147069,147595,148028,148732,149276,149770,149937,150369,150889,151509,151794,152220,152759,153680,154777,156049,157044,157702,158231,158892,159679,160284,161067,162135,163507,164784,165848,166940,168076,169037,169853,170721,172023,173948,176128,178442,180426,182280,184202,186300,188635,191256,194251,197221,199540,201037,202467,204432,206585,208971,211318,213851,216606,219081,221611,223080,223919,223788,223460,222909,222407,221979,221740,222106,223170,224760,226171,226861,226913,226703,226519,226562,226493,226219,226134,226878,228243,229529,230071,230146,230005,229881,230023,230209,230852,231472,232038,231906,231524,231257,231024,230837,230569,230570,230742,231050
25,24,Louisiana,state,,108949,109159,109322,109690,110080,110505,110921,111249,111623,112066,112650,113287,113992,114608,115200,115717,116189,116621,117036,117504,117977,118441,118886,119280,119581,119917,120308,120769,121616,122418,123264,123422,123541,123648,124071,124589,125112,125570,125916,126044,126071,126165,126429,126932,127469,128103,128621,129129,129621,130158,130761,131357,131877,132450,133030,133813,134535,135256,135946,136617,137063,137370,137584,138067,138629,139410,140301,141431,142573,143855,145125,146507,147992,149508,151056,152448,153524,154443,155204,156060,156809,157493,158171,158799,159390,159966,160612,161277,161726,162093,162376,162779,163138,163401,163611,163702,163803,163756,163672,163550,163506,163502,163503,163559,163585,163549,163260,162934,162618,162520,162492,162661,162737,162795,162696,162482,162215,161937,161836,161641,161622,161659,161898,162042,162198,162335,162307,162185,162058,161953,161752,161256,160390,159440,158575,158024,157624,157411,157270,157173,157009,156904,156759,156477,156230,156274,156432,156486,156857,157623,158377,158625,158655,158688,158695,158715,158985,158946,159147,159626,160596,161783,162573,163498,164248,164890,165111,164800,164390,164134,163986,164054,164285,164874,165782,166505,167057,167374,168048,168989,170000,170994,171779,172668,173634,174406,174970,175257,175774,176608,177449,178598,179481,180227,180251,180343,180404,180695,180519,180458,180292,180522,180450,180423,179999,179685,179280,179013,178569,178260,178324,178846,179677,180432,180921,181093,181461,181855,182594,182828,182792,182093,181839,181777,182050,181737,181741,181970,182850,184127,185711,187131,188139,188682,189197,189531,189681,189818,190354,191401,192872,194222,195254,196077,196346,196245,196074,196784,198645,200557,201936,202485,202858,203618,204571,205552,206537,207832,208858,209137,208855,209138,210263,211749,213433,215058,216965,218765,220255,221698,222405,222218,220771,219203,217769,216483,215613,214982,215367,215847,216261,215847,214914,213808,212706,211717,210896,210200,209265,209019,209333,210293,210870,210777,210223,209344,208407,207760,207825,208742,209695,210359,210241,209483,208626,207887,207428,207123,207047,207246,207502
24,25,Kentucky,state,,88941,88987,89070,89278,89554,89857,90199,90590,91025,91430,91859,92306,92826,93300,93752,94158,94582,95033,95483,95880,96222,96523,96810,97070,97285,97499,97700,97906,98097,98309,98573,98864,99172,99467,99756,100010,100237,100477,100731,100999,101276,101555,101846,102145,102484,102832,103153,103436,103685,103939,104164,104352,104556,104804,105127,105443,105755,106099,106433,106761,107088,107453,107893,108362,108829,109256,109669,110067,110446,110753,111069,111390,111721,112022,112317,112612,112881,113120,113330,113533,113811,114113,114420,114635,114808,114971,115086,115102,115099,115118,115196,115289,115375,115495,115542,115547,115492,115464,115440,115291,115100,114902,114828,114825,114854,114870,114809,114702,114616,114584,114532,114439,114267,114081,113867,113666,113450,113290,113180,113166,113145,113124,113173,113315,113482,113506,113413,113254,113103,112944,112640,112240,111706,111174,110688,110327,110038,109773,109528,109317,109113,108893,108784,108719,108701,108790,109109,109632,110235,110697,111015,110968,110816,110635,110544,110621,110639,110647,110555,110547,110793,111292,111790,112351,112653,112975,113027,113163,113256,113429,113486,113748,114234,114953,115641,116090,116236,116095,115953,116009,116130,116275,116503,117049,117707,118326,118855,119460,120030,120603,120975,121485,122057,122681,122968,123180,123470,124059,124472,124889,125345,126048,126765,127372,127868,128301,128746,129302,129873,130436,131075,131735,132572,133202,133628,133792,134185,135033,136306,137404,138187,138582,139202,139887,140684,141078,141591,142134,142880,143683,144563,145384,145956,146422,146851,147324,147680,148289,149129,150123,151141,152007,152934,153737,154520,155224,156212,157695,159910,162358,164899,167092,168944,170659,172371,174143,176054,178232,180163,181427,181818,182308,183254,184633,186730,189199,191940,194505,196716,198997,200580,201334,201223,201299,201687,202151,202102,202088,202580,203837,205565,206997,207858,208200,208665,209329,210141,210775,210946,211290,212179,214029,215697,216903,217404,217747,217676,217968,218718,220719,223163,225571,227202,228385,228985,229087,228588,227990,227429,226869,226577
46,26,Oregon,state,,150059,150389,150690,151323,151887,152411,152847,153312,153704,154097,154494,154942,155448,155876,156331,156729,157175,157640,158185,158805,159386,159946,160445,160972,161478,161971,162453,162952,163585,164341,165168,165856,166453,167010,167664,168320,168947,169515,170124,170799,171582,172464,173466,174581,175691,176838,177874,178864,179651,180476,181440,182653,184163,185848,187750,189632,191445,193140,194832,196476,197973,199572,201514,204179,207226,210615,214190,218084,222139,225996,229549,233145,236563,239671,242688,246010,249735,253798,257586,260975,263132,264709,265923,267126,268073,268938,269972,271417,272908,273937,274477,274581,274540,274219,273525,272587,271207,270150,268853,267532,265677,263651,261572,259324,256990,254619,252325,249915,247818,245548,243276,240693,238250,235787,233349,231308,229830,228822,227998,227347,226719,226223,226079,225872,225197,224030,222584,220902,218831,216769,214915,213176,211557,209860,207986,206047,204308,203010,201968,201009,200187,199252,198189,197042,196239,195943,196128,196471,196794,197272,197871,198633,199516,200793,202264,203798,205455,207244,209016,210716,212646,214862,217054,219202,221229,223283,225046,226793,228423,230011,231574,233111,234846,236236,237544,238718,240079,241350,242747,244455,246403,248597,250586,252510,254314,256223,258396,260897,263634,266755,269854,273263,276548,279616,282219,284894,287757,290626,293125,295294,297259,299468,301969,304813,307489,310120,312624,315135,317290,319283,320940,322575,324029,325460,326941,328798,331104,333703,336499,338904,340934,342108,343358,344440,345451,345987,346434,347325,348666,350389,352074,353392,354073,354614,355009,355602,356113,357036,358600,360701,363480,366308,369281,371598,372615,372678,372900,374904,378990,384563,391195,398074,404845,411994,419649,427683,435549,442680,448867,453300,456534,459440,462857,466682,471821,478477,486707,494989,501998,506456,506422,502569,496683,492130,488723,485819,482488,479868,478537,478876,480414,482726,484853,486609,487443,487755,487434,487077,486839,487024,487956,489040,489952,490042,490122,490280,491055,492106,493497,494981,496025,496166,494893,493217,491379,489954,488981,488471,488584,489167,490100
45,27,Oklahoma,state,,83447,83481,83642,83934,84326,84698,85084,85442,85768,86060,86395,86796,87242,87675,88050,88403,88711,89018,89306,89629,89967,90285,90546,90780,91002,91276,91535,91809,92050,92297,92560,92840,93142,93433,93717,93983,94221,94461,94722,95032,95319,95576,95809,96075,96376,96656,96899,97131,97403,97713,98008,98288,98556,98823,99093,99419,99817,100251,100606,100936,101297,101669,102025,102344,102678,102983,103289,103601,103956,104280,104632,104982,105353,105790,106303,106818,107266,107673,108077,108471,108813,109157,109498,109837,110126,110339,110508,110688,110926,111238,111610,111963,112243,112428,112600,112738,112788,112854,112747,112759,112802,113027,113132,113143,113139,113213,113182,113065,112899,112648,112465,112326,112374,112503,112646,112789,112900,112934,113055,113180,113371,113523,113753,114062,114382,114513,114386,114138,113817,113402,112820,112319,111955,111736,111488,111210,110893,110614,110503,110521,110636,110542,110361,110128,109994,109953,109969,110014,110204,110478,110863,111085,111270,111383,111723,112187,112690,112847,112938,113053,113251,113493,113663,114066,114326,114861,115359,115874,116152,116295,116309,116438,116758,117297,117905,118460,118919,119217,119640,120288,120900,121263,121540,121919,122366,122621,122871,123132,123627,123959,123958,123597,123531,123968,124682,125397,125979,126486,126797,127041,127279,127692,127972,128061,128012,128204,128550,128905,129179,129449,129701,129973,130346,130827,131302,131770,132322,132810,133365,133841,134198,134229,134351,134556,135029,135396,136074,136816,137346,137784,138189,138704,139127,139681,140293,140841,141133,141659,142568,143866,145387,146676,147604,148105,148247,148405,148855,149967,151744,153764,156119,158431,160605,162592,164526,166430,168410,170579,172427,173862,174750,176144,177940,180032,182632,185493,188602,191272,193504,195634,197268,198257,198629,199021,199625,199988,199791,199524,199734,200618,201856,203022,203830,204254,204490,204948,205568,206216,206589,207020,207734,208785,209620,210124,210352,210749,211032,211470,211975,212990,213945,214577,214604,214333,214086,213844,213848,213993,214447,214950,215627
11,28,Connecticut,state,,160787,161400,162040,163123,164014,164896,165881,167074,168330,169704,171092,172343,173440,174351,175364,176534,177853,179181,180469,182136,183982,186063,187880,189387,190577,191664,192918,194398,196147,198143,200269,202342,204195,206377,208839,211249,213264,214797,216449,218325,220611,222982,225330,227499,229825,231927,234235,236428,238518,240234,241875,243868,246341,249181,252100,254896,257605,260543,263698,266630,268936,270792,272957,275524,278414,281308,284124,287057,289973,292953,295719,298032,299746,300603,301913,303432,305377,306532,307336,307625,307681,307373,306837,306301,306116,306139,306190,305998,305647,304969,304114,303339,302806,302278,301351,300192,298204,296061,293560,291626,290098,288835,287339,285313,282812,280188,277707,275632,273805,272644,271265,269938,267919,265870,263710,262140,260802,259743,258388,257086,255832,255186,255171,255878,256533,257038,256782,256040,254810,252947,250625,248335,247004,246357,245509,244430,243058,242079,240842,239346,237525,235596,233982,232489,231280,230470,230335,230433,230317,229946,229469,228905,228242,227608,227368,227436,227968,228677,229224,229653,230084,230678,231313,231849,232287,232735,233157,233606,233966,234216,234592,235107,235848,236273,236454,236232,235878,235249,235007,234921,235076,235044,235346,235769,236281,236486,236808,237135,237566,237984,238393,238578,238847,238853,238955,238881,239167,239471,239589,239597,239598,239996,240519,241374,241900,242274,242624,243428,244404,245257,245961,246382,246781,247203,248014,248877,249608,249967,250385,250526,250714,250634,250838,251109,251545,251815,252008,252110,252255,252607,253138,253696,253973,254124,254309,254580,254653,254884,255406,256253,257395,258619,260318,261958,262877,263034,263088,264304,267049,271087,275980,281073,285883,290524,295044,299510,304162,308828,312268,313692,313133,312544,312768,314322,317963,323168,329415,335287,340686,345285,348194,348868,348104,347477,347786,348416,348694,349490,351195,354292,357752,361745,366323,371339,375933,379426,382022,384176,386043,388360,391654,395316,398404,400296,401799,403316,405062,406558,407568,408487,409513,410744,411743,412992,414277,415726,417441,419063,420694,422093,423727
55,30,Utah,state,,167176,167268,167411,167772,169080,170521,171966,172561,173082,173522,174066,174589,175075,175355,175523,175698,175797,175963,176101,176370,176620,176882,177074,177160,177182,177101,177152,177278,177389,177487,177582,177610,177486,177135,176892,176658,176492,176448,176393,176522,176682,177000,177241,177390,177486,177594,177771,177967,178153,178439,178768,179160,179375,179596,179803,180030,180201,180313,180363,180339,180295,180494,180872,181490,182062,182714,183474,184395,185429,186526,187790,189125,190378,191715,193208,195080,197106,199667,202831,206348,209817,212961,215888,218534,221170,223748,226374,228848,231277,233938,236623,239264,241260,242795,244087,245351,246188,246322,245601,244255,242526,240519,238435,236168,234203,232372,230706,228868,226603,224350,222083,220306,218478,216678,214933,213266,211679,210250,209229,208488,207761,207078,206492,206189,205860,205049,203610,201686,200020,198503,196876,194927,193104,191434,190271,189180,188340,187345,186509,185999,185289,184570,183811,183650,183631,183793,184307,185287,186635,188082,189474,190759,192137,193546,195249,197016,198973,200701,202397,204213,206388,208710,210900,212906,214699,216380,217694,218624,219376,219994,220823,221538,222437,223031,223634,224192,224829,225285,225789,226478,227628,228932,230396,231896,233484,235194,237117,239355,241635,243829,245788,247800,249963,251962,253539,255074,256811,258806,260571,262067,263428,264851,266384,268027,269841,271958,274335,276749,278931,281048,282981,284951,286891,288803,290763,292889,295248,297719,300381,302707,304907,306810,309437,312025,314512,316399,318264,319929,322041,324510,327265,329429,330822,331718,332578,333700,335150,337003,339362,342150,345093,348238,351570,354695,356564,357588,358827,361745,366676,373022,380270,387645,395044,403121,412083,422129,433286,444584,454903,462899,468860,473745,478499,483733,491136,500857,512797,524652,534337,539854,539346,534046,526314,519703,514354,510080,506294,503391,501286,500031,499743,500796,502454,504223,505378,506873,507935,508383,507959,508102,509416,510956,511814,511477,510590,510023,510682,512477,515055,517649,519791,520879,520658,520040,518965,518270,518059,519020,521080,523635,526140
19,31,Iowa,state,,90056,90229,90391,90742,91130,91521,91918,92258,92613,93050,93488,93975,94305,94603,94793,95056,95356,95740,96128,96552,96975,97406,97822,98248,98528,98713,98807,99059,99439,99934,100378,100767,101070,101408,101788,102211,102577,102885,103117,103351,103603,103904,104280,104742,105236,105737,106201,106633,106976,107215,107433,107708,108040,108419,108797,109206,109590,109986,110307,110675,110988,111338,111646,112064,112622,113319,114089,114801,115389,115814,116198,116564,116860,117094,117295,117507,117734,117975,118267,118578,118880,119161,119434,119726,119987,120242,120481,120734,120867,120912,120909,120996,121108,121236,121354,121535,121769,121880,121820,121637,121503,121380,121265,121170,121125,121038,120942,120832,120676,120468,120285,120178,120115,120014,119932,119830,119728,119615,119528,119464,119467,119540,119759,119979,120139,120122,119985,119757,119462,119096,118731,118359,118071,117781,117486,117175,116874,116629,116458,116353,116314,116293,116326,116391,116409,116495,116868,117481,118268,118796,119319,119747,120155,120190,120103,120391,121056,121631,122085,122550,123204,123756,124189,124820,125244,125710,125996,126263,126512,126529,126773,127273,127982,128743,129449,129891,129947,129468,129149,129282,129847,130582,131315,132140,132852,133414,133810,134381,134965,135655,136282,137160,138154,139142,139590,139693,139559,139653,139671,139834,140168,140773,141373,141827,142233,142634,142973,143327,143736,144171,144617,144978,145388,145897,146428,146840,147196,147729,148477,149117,149697,150192,150946,151474,152020,152283,152736,153157,153823,154765,155874,156786,157479,158067,158519,158847,159115,159820,160615,161413,161713,162009,162357,162906,163470,163952,164649,165609,167300,169133,170908,172131,173057,174115,175431,177129,179082,181191,183076,184253,184830,185425,186398,187653,189538,191808,194580,197313,200062,202508,204009,204445,204261,204344,204633,204741,204273,203797,203918,204953,206467,208021,209194,210017,210459,210776,210961,211056,211099,211529,212722,214388,215942,216816,217079,217188,217278,217694,218427,219809,221211,222330,222675,222712,222624,222801,223485,224354,225244,225868,226684
42,32,Nevada,state,,154047,154066,154305,154851,155547,156172,156657,157124,157685,158317,159048,159756,160481,161251,162090,162928,163820,164686,165608,166548,167519,168505,169426,170380,171242,172000,172835,173786,174859,175764,176591,177360,178073,178968,180057,181285,182498,183697,185009,186373,187960,189556,191386,193300,195553,197979,200826,203776,207069,210473,215307,220548,227135,234176,243558,252453,262438,270251,277347,282215,286122,291361,297084,304597,310180,314549,317327,320700,323656,325891,327185,327890,328556,328831,330513,332833,335458,336645,336982,336676,335992,334716,332870,331568,330208,329281,328137,326473,324416,321596,318247,314651,310634,306740,301249,295290,287837,279715,271365,264186,258292,251944,245131,237990,230788,223950,216560,210076,203530,198351,193273,188234,182377,176257,170254,165451,161719,159232,157361,155546,154484,153582,152797,151565,150323,149660,149031,148277,147097,145967,145269,144576,143349,141612,139667,137699,136256,134670,133508,131923,130935,130170,129648,129141,128922,128798,128474,128030,128036,129131,130754,132589,134442,136367,138586,140639,142955,145312,148078,151343,155414,160240,165047,169343,173197,176725,179817,181964,183421,184886,186430,188292,190166,192314,194214,195535,196540,197191,198321,199189,200243,201160,202355,203786,205493,207614,209810,211668,213293,214738,216461,217981,219477,220842,222042,223484,224808,226281,227286,227823,228334,228998,230217,231618,233389,235689,238270,240897,243005,245137,247417,250129,253107,256246,259287,262421,265313,268165,271001,273840,276895,279970,283501,287029,290233,292794,294811,296341,297605,298948,300260,301343,301681,301962,302208,302730,303041,303325,303817,304635,306181,307897,309803,311141,311485,311266,311314,312520,314750,317612,321262,325359,329541,333976,339134,345197,352479,360786,369361,376959,383149,388602,394259,399819,406645,414766,424750,434955,444159,451386,454945,454310,449688,443751,437121,430939,424840,419847,416173,414085,413262,413803,415314,417818,420218,422431,424386,426277,427878,429621,431614,434218,436772,438878,440628,442163,443637,444992,446380,447949,449326,449970,449671,448937,448008,446886,445342,443700,442453,441675,441355
6,33,Arkansas,state,,89464,89583,89719,90009,90294,90569,90834,91135,91477,91819,92266,92772,93369,93754,94043,94223,94552,94926,95358,95717,96025,96222,96358,96438,96531,96679,96867,97084,97366,97702,98093,98434,98784,99173,99575,99955,100218,100496,100771,101112,101524,101967,102456,102900,103371,103817,104239,104619,105005,105474,106014,106612,107172,107732,108274,108842,109424,110000,110556,111086,111721,112468,113295,114110,114888,115660,116457,117191,117938,118682,119522,120310,120990,121608,122217,122848,123448,124029,124579,125095,125600,125983,126310,126574,126819,127050,127227,127430,127533,127628,127695,127866,127987,128092,128087,128082,128038,128051,128085,128142,128092,127922,127710,127417,127131,126787,126470,126106,125711,125247,124754,124258,123860,123573,123294,122947,122539,122151,121937,121860,121951,122057,122195,122295,122397,122404,122222,121971,121547,121102,120543,120010,119542,119197,118976,118759,118460,118197,118028,117975,117972,118016,118031,117999,117978,118129,118369,118666,119066,119603,120232,120633,121009,121198,121407,121624,121904,122236,122589,122888,123103,123257,123281,123392,123561,123882,123960,123834,123831,124115,124365,124566,124867,125290,125731,126137,126489,126576,126632,126738,126912,127065,127336,127773,128185,128606,129109,129817,130559,131434,132098,132759,133477,134175,134546,134735,134917,135269,135441,135785,136198,136810,137298,137695,138014,138271,138582,138948,139342,139633,140014,140377,140917,141481,142116,142724,143233,143642,144281,144799,145311,145360,145600,145773,146102,146135,146386,146773,147387,148112,148905,149744,150473,151282,151876,152309,152341,152610,153070,153808,154276,154860,155677,156858,157842,158635,159592,161002,162966,164887,166744,168177,169570,171084,172901,174919,177182,179823,182539,184879,186443,187907,189682,191781,194139,196336,198342,200332,202040,203740,204655,205083,204889,204692,204398,204009,203422,203161,203644,204883,206552,207954,208701,208702,208639,208681,208941,209073,209040,209386,210432,212016,213363,214227,214671,215073,215156,215261,215336,215994,216803,217457,217314,216718,216164,215947,216122,216342,216733,217226,218133
34,34,Mississippi,state,,89691,89641,89639,89704,90019,90469,90884,91280,91633,92123,92642,93304,93907,94270,94492,94677,95011,95366,95660,95995,96302,96778,97135,97417,97556,97603,97644,97602,97712,97900,98226,98522,98867,99279,99659,99969,100128,100265,100463,100745,101032,101279,101389,101614,101859,102269,102561,102781,102958,103171,103459,103739,104028,104294,104607,105011,105549,106182,106710,107089,107312,107632,108062,108610,109122,109766,110354,111130,111939,112987,113883,114502,114950,115517,116360,117400,118221,119029,119599,120454,121353,122464,123382,124100,124629,124988,125225,125441,125842,126189,126367,126520,126718,126974,127109,127031,126994,126863,126776,126445,125864,125217,124533,123993,123470,123063,122791,122606,122318,121996,121726,121543,121327,121034,120766,120425,120046,119609,119245,118960,118798,118724,118639,118503,118305,118098,117785,117384,116883,116353,115918,115718,115674,115623,115509,115324,115195,115022,115020,114963,114884,114623,114420,114286,114200,114146,114001,113935,114232,114701,115212,115029,114843,114428,114470,114844,115311,115305,114825,114381,114031,114052,114006,114372,114458,114839,114992,115238,115474,115893,116213,116528,116990,117642,118532,119519,120407,121017,121574,122263,123048,123723,124473,125336,126407,127342,128324,129340,130466,131335,131626,131713,131956,132468,132681,132755,132867,133281,133632,133877,134090,134180,134245,134268,134404,134654,134885,135090,135023,134917,134905,135170,135574,136012,136268,136361,136534,136933,137919,138699,139161,138933,138586,138333,138480,138740,139452,140068,140622,140958,141557,142279,142982,143632,144204,144567,144537,144743,145083,145643,145808,146108,146808,147779,148552,148832,149623,150993,153009,154547,155793,156660,157748,159109,160726,162590,164636,166893,169185,171189,172601,174118,176282,178596,180462,181391,182175,183029,184013,185616,187020,187872,187627,186773,185752,184702,183380,182110,181110,181473,182675,183917,184660,184909,185017,184839,184169,183696,183374,183709,184770,186225,187336,187598,187193,186617,186136,186390,187251,188520,189629,190774,191364,191148,190422,189473,188876,188321,187975,187707,187902
