RegionID,SizeRank,RegionName,RegionType,StateName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30
40,10,New Jersey,state,,168373,168827,169260,170220,171198,172365,173686,175291,177066,178861,180463,181886,183218,184688,186147,187690,189212,190908,192734,194749,196911,199166,201229,203087,204827,206618,208448,210292,212205,214353,216765,219709,222980,226421,229597,232564,235405,238159,240838,243495,246266,249253,252426,255740,258878,261735,264208,266519,268817,271182,273790,276611,279915,283516,287376,291380,295335,299227,302843,306226,309440,312492,315626,319219,323182,327376,331417,335380,339144,342880,346474,349841,352711,355426,358114,361037,363807,366209,367794,368508,368611,368164,367411,366232,365006,364112,363873,364022,363959,363198,361780,360061,358377,356842,355297,353729,352352,351253,349864,347744,344858,341892,339049,336324,333538,330588,327456,324587,322389,320599,318872,316658,314296,311913,309732,307850,306269,305114,304342,304033,303958,304033,303974,303871,303602,303140,302320,301059,299346,297332,295357,293540,292052,290647,289203,287518,285608,283559,281372,279413,277701,276168,274544,272858,271503,270969,271514,272333,273022,273048,272938,272329,272045,271843,272112,272431,272989,273532,273957,274448,275292,276295,277426,278752,280305,281847,282720,283388,284309,285959,288112,290221,292222,293409,294080,294299,294609,294796,294893,294863,294809,294906,295340,295819,296579,297110,297869,298835,300241,301907,303369,304627,305542,306147,306325,306658,307237,308094,308729,309134,309292,309560,309975,310952,311865,312838,313603,314859,316325,317891,319051,319889,320684,321691,322934,324081,325148,326095,327445,328728,330121,331294,332837,334141,335096,335505,336137,336931,337993,339285,340997,342944,344433,345509,346039,346485,346705,347341,348598,350253,352371,354408,356965,359437,361269,361971,362020,362990,365955,370549,376204,382207,387801,393487,398740,404108,409378,414595,419252,422357,424127,425666,428041,431032,434930,439531,445395,451461,457610,462769,465665,465817,464225,463071,462543,462825,464193,465596,468272,471951,477226,482335,486451,489940,492947,495849,498699,501401,503927,507486,512418,518028,522354,525325,527916,531024,534413,537418,539793,541386,542626,544083,545567,547352,548525,549425,550002,550473,551472,553293,555465
56,11,Virginia,state,,123297,123616,123954,124593,125210,125806,126530,127383,128315,129197,130088,131000,131918,132732,133571,134448,135418,136388,137433,138485,139570,140609,141684,142704,143662,144611,145606,146731,147890,149170,150528,151977,153425,154831,156154,157382,158461,159550,160705,162052,163535,165110,166831,168611,170450,172323,174142,175891,177488,179238,181274,183712,186631,189961,193739,197714,201694,205229,208307,211265,214267,217202,220317,223863,228112,232424,236644,240452,244213,247568,250661,253216,255464,257652,259853,261855,263318,264335,265220,265803,265890,265599,265249,265024,264770,264669,264603,264756,264573,263978,262859,261614,260475,259489,258514,257229,255740,254072,252109,249875,247496,245426,243315,240981,238569,236528,234838,233314,231657,230056,228488,227088,225897,224806,223839,222837,221855,220970,220468,220376,220671,221021,221392,221792,222155,222181,221621,220709,219725,218833,217940,217226,216608,215989,215272,214593,213970,213424,212870,212380,211789,211160,210623,210360,210291,210497,211127,212097,213162,214197,215104,215917,216699,217547,218364,218958,219695,220600,221541,222306,223133,224238,225298,226311,227137,227988,228552,228980,229329,229605,230083,230647,231521,232120,232570,232853,233220,233453,233688,233944,234305,234663,235022,235404,235899,236365,236970,237713,238565,239480,240269,241066,241946,242679,243007,243033,243063,243355,243639,243993,244483,245294,246311,247394,248428,249411,250258,251101,251758,252380,252849,253367,253992,254897,255889,256929,257813,258671,259703,260557,261307,261605,262286,263010,263917,264464,265020,265567,266307,267381,268772,270153,271080,271679,272121,272741,273453,274387,275626,277147,278798,280396,281889,283140,283805,284230,285008,286892,289995,293846,298007,301980,305615,309224,312889,316817,320995,325113,328220,329861,330217,330685,332016,334372,338174,342551,347525,352321,356734,360457,362311,362448,361246,360421,360183,360307,360320,360581,361440,363256,365840,368823,371486,373731,375564,376910,377937,378699,379308,380368,382446,385262,387794,389313,390227,391153,392279,393697,394934,396299,397378,398238,398294,398105,397756,397575,397772,398266,399245,400454,401707
59,12,Washington,state,,172939,173329,173727,174530,175407,176244,177153,177993,178757,179423,180097,180896,181733,182560,183339,184100,184758,185431,186068,186853,187566,188362,189061,189917,190639,191343,191962,192527,193023,193467,194030,194706,195379,196036,196655,197123,197651,198174,198984,199883,201012,202145,203328,204673,206057,207427,208568,209728,210956,212213,213534,215064,217029,219315,221635,223873,225959,227990,230074,232394,234783,236935,239320,242170,245530,249434,253733,258538,263126,267277,271117,274691,277871,281152,284530,288450,292407,296141,299585,302708,305463,307819,309501,310689,311582,312717,314449,316642,318594,319851,320433,320884,321088,320572,319324,317820,316327,314977,313620,311772,309341,306523,303776,300794,297746,294862,292087,289200,286597,283921,281119,277481,274052,271030,268827,266901,265306,264243,263711,263357,262392,261289,260226,260164,260401,260057,258545,256157,253756,251233,248845,246540,244583,243038,241299,239342,236528,234003,231637,229808,227934,226180,224586,223276,222363,221495,220586,219536,218657,218261,218206,218421,219048,220031,221478,223097,225066,227027,228819,230471,232358,234418,236370,238095,239785,241543,243182,244880,246574,248224,249727,251056,252494,253543,254415,255011,255829,256664,257880,259514,261632,263966,266152,268192,270192,272091,274102,276146,278494,281059,283923,287109,290600,293896,296601,298966,301236,303546,305527,307320,309155,311358,313998,317111,320445,324009,327599,331143,334191,337040,339635,342238,344704,347038,349454,352201,355400,358921,362938,366842,370676,373578,376647,379058,380804,381539,381999,382636,383358,384519,386340,388321,390046,391393,392578,393855,395073,396888,399333,402440,405869,409624,413821,418005,420664,422076,423279,426434,432110,439308,447390,455129,462643,470784,479850,490160,500691,510570,518596,523491,526312,528323,531377,535757,543745,554978,569133,582644,592896,597927,596254,589663,580853,574202,569721,566360,561978,558348,556088,556025,557300,559731,562639,565707,568037,569686,570560,571059,571515,572593,575209,578684,581819,583150,583695,584201,585806,587980,590332,592560,594063,594534,592994,590538,587605,585393,583911,583444,584131,585748,587696
8,13,Arizona,state,,135157,135402,135717,136361,137090,137744,138410,139049,139756,140437,141094,141731,142351,142970,143592,144225,144867,145514,146130,146739,147352,148015,148701,149343,149880,150366,150893,151480,152075,152744,153468,154291,155003,155717,156363,157077,157744,158452,159104,159828,160576,161403,162261,163184,164214,165238,166126,166894,167581,168450,169507,170791,172356,174108,,178897,181439,184059,186686,189826,193226,197379,201794,207088,213248,221003,229755,238391,247128,254747,261755,266546,269059,272274,276282,280963,284061,285773,286115,285273,283448,282123,280341,278530,276616,275265,274547,274288,273959,273034,271480,269346,266677,263985,260462,256955,253199,248686,243731,237963,233447,229036,224443,218685,212894,207815,202098,196179,190682,187167,184015,180828,177247,174205,171649,169319,167160,164862,163865,163584,163506,162655,161591,161069,160413,159609,157701,155950,153777,152033,150120,148349,146451,144660,143226,141613,140052,138371,137226,136507,136061,135880,135716,136216,136732,137577,138361,139839,141954,144490,147255,149998,152903,155545,157936,159876,161667,163359,165281,167609,170346,173219,175979,178597,180986,183117,184726,185885,187068,188330,189603,190557,191332,191884,192369,192812,193306,193592,194029,194467,195113,195803,196757,197907,199283,200653,202098,203580,205245,206953,208685,210312,212310,214191,215659,216544,217300,218164,219080,219949,221102,222245,223418,224492,225782,227278,228901,230381,231675,233007,234310,235699,237075,238470,239706,240937,242362,243997,245685,247148,248747,250388,252401,254271,256043,257488,258817,259990,261291,262864,264396,265691,266642,267619,268604,269812,271234,272924,274898,276961,279456,282186,285283,288083,290029,291365,292934,295667,299979,305082,310725,316234,321661,327298,333893,341609,350819,360943,371030,379898,387270,393819,400056,405912,412003,418931,427489,437102,446636,454609,458643,457760,452529,446037,438996,432075,425161,419754,416559,415464,416050,417802,420222,422848,425032,426848,428200,428882,429161,429692,430986,432570,433827,434086,433715,432909,432204,431631,431094,430673,429916,428702,426906,425296,423744,422268,420688,419268,418307,417798,417884
26,14,Massachusetts,state,,194369,195018,195790,197311,198957,200741,202851,205449,208367,211450,214429,217373,220034,222463,224858,227332,229888,232572,235418,238519,241532,244744,247899,250869,253285,255353,257461,259704,262126,264644,267492,270514,273846,277687,281724,285578,288692,291552,294399,297487,300581,303393,305715,307929,310353,312991,315639,318116,320430,322744,325148,327813,330537,333118,335723,338382,341515,344644,347591,350059,352303,354928,357725,360704,363278,365045,366105,366698,367689,368888,369944,370187,370046,369433,369029,368721,368484,367916,366333,364316,361866,359672,357371,355352,353865,352825,352200,351555,350815,349778,348370,346911,345478,343862,342199,340532,338797,336830,334675,332651,330906,329355,327614,325613,323106,320394,317651,315189,313058,311021,308940,307125,305897,305105,304533,304002,303661,303389,303426,303981,305046,306428,307580,308741,309502,310103,309944,309299,307754,306014,304368,303486,302755,301708,300206,298874,297734,296952,296187,295391,294155,292534,290870,289612,288589,287816,287271,287171,287644,288576,289709,290680,291417,292087,293024,294487,296344,298394,299741,300971,302352,304424,306603,308558,310323,312149,313945,315813,317590,319179,320589,322070,323768,325071,325994,326370,326966,327266,328041,329165,330966,332936,334720,336186,337517,338627,339934,341653,343871,346156,348212,350362,352646,354718,356224,357791,359533,361369,362716,363647,364917,366786,369326,371873,374172,376144,378303,380799,383345,385648,387632,389271,391163,392932,394855,396557,398458,400527,403023,405519,408147,410390,412678,414592,416264,417003,417228,416862,416734,417236,418347,420046,421245,422304,422707,422896,422821,423438,424854,426503,428617,431015,434015,436633,438201,438906,439718,442209,446982,453335,460724,468120,474808,481422,488106,495536,503289,510624,515601,517289,516692,516300,517212,519292,524434,532555,543481,553691,562437,568944,571959,570926,566826,563330,561359,560862,559988,559306,559859,563201,568515,574620,580464,586187,591333,595672,598999,601556,603200,605209,608817,613818,618301,621028,622947,625058,627360,629294,630850,632651,634267,635814,636098,636059,635042,633983,633332,633417,634589,636812,639453
53,15,Tennessee,state,,112116,112210,112305,112535,112800,113062,113347,113640,113990,114330,114701,115120,115599,115978,116295,116548,116839,117124,117397,117718,118058,118431,118738,118970,119138,119319,119506,119676,119865,120082,120335,120568,120811,121089,121363,121631,121830,122056,122271,122528,122808,123125,123447,123782,124126,124493,124832,125148,125447,125775,126139,126548,126962,127398,127870,128379,128912,129469,130004,130535,131028,131606,132260,133005,133772,134582,135473,136387,137288,138121,138898,139654,140301,140990,141698,142516,143332,144171,145017,145879,146674,147420,148041,148576,148961,149356,149824,150376,150925,151417,151823,152137,152285,152312,152145,151877,151431,151002,150641,150442,150303,150115,149790,149321,148768,148249,147704,147142,146623,146225,145840,145326,144653,143952,143285,142748,142304,141966,141676,141466,141364,141299,141322,141376,141464,141443,141293,141007,140620,140141,139637,139088,138466,137897,137359,136962,136553,136194,135834,135521,135221,134882,134560,134264,134121,134175,134516,134986,135382,135736,136118,136322,136548,136627,136750,136640,136508,136609,137074,137796,138627,139301,139758,140128,140461,140941,141278,141748,142166,142771,143284,143925,144670,145459,146169,146605,146904,147031,147387,147837,148386,148965,149621,150410,151310,152242,153229,154154,155117,156141,157102,158117,159168,160195,160899,161500,162047,162746,163426,164300,165398,166758,168272,169774,171011,171860,172563,173443,174392,175281,176132,177115,178316,179628,181003,182267,183449,184462,185654,186678,187705,188491,189559,190654,191704,192390,193036,193852,195029,196515,198102,199454,200556,201660,202775,203954,205003,206240,207722,209329,211123,212752,214335,215669,216617,217337,218124,219586,222057,225054,228324,231298,234276,237483,240886,244592,248828,254057,259313,263393,266137,268793,272480,276866,282304,288484,294709,300734,305692,310220,312834,313703,312971,311778,310510,309271,308054,307723,308403,310070,311886,313924,315569,317175,318441,319500,320344,320763,320867,321244,322594,324596,326555,327561,327950,327720,327387,327231,327132,327654,328356,329007,328890,328356,327928,327400,326981,326475,326470,326589,326998
22,16,Indiana,state,,97271,97137,96987,96530,96310,96375,96848,97331,97708,98170,98725,99378,99850,100011,100009,99965,100162,100513,100940,101314,101514,101821,102060,102386,102433,102420,102251,102105,102140,102400,102755,102940,102975,103120,103339,103612,103702,103715,103675,103714,103876,104167,104508,104807,105018,105297,105551,105814,105972,106087,106232,106370,106684,107074,107521,107932,108230,108602,108930,109291,109922,110744,111626,112180,112689,113311,113985,114515,114874,115174,115425,115631,115637,115611,115479,115464,115585,115976,116435,116875,117218,117629,117953,118248,118352,118428,118423,118494,118473,118439,118318,118280,118233,118303,118517,118853,119079,119144,119104,119012,118877,118747,118553,118246,117840,117506,117196,116817,116464,116155,115979,115834,115709,115597,115378,115111,114826,114574,114428,114364,114296,114307,114324,114488,114576,114651,114593,114412,114032,113573,113050,112606,112173,111774,111431,111152,110888,110649,110520,110556,110640,110675,110606,110462,110218,110182,110363,110700,110977,111238,111520,111762,112014,112283,112415,112471,112417,112444,112454,112576,112876,113328,113850,114414,114870,115254,115342,115396,115452,115673,115912,116341,116939,117585,118269,118832,119263,119377,119450,119609,119852,120106,120381,120799,121314,121891,122411,122975,123429,123870,124103,124504,124978,125620,126016,126488,127005,127688,128212,128698,129245,129927,130626,131317,131850,132222,132581,133181,133951,134724,135475,136231,136995,137736,138627,139458,140224,140894,141847,142854,143881,144692,145509,146293,147143,147867,148680,149403,150317,151263,152423,153397,154119,154689,155297,156012,156658,157388,158296,159351,160527,161689,162951,164166,165045,165571,166071,166955,168574,170701,173372,175972,178372,180785,183548,186522,189603,192690,195372,197114,197898,198731,200112,201871,204546,208038,212063,215827,218736,221252,222481,222710,222048,221562,221426,221508,221322,221436,221944,223354,225059,226952,228465,229673,230481,230917,231038,231008,231497,232523,234272,236098,237602,238453,238868,239243,239693,240322,241100,242317,243679,244878,245392,245451,245490,245657,246214,246662,247245,247699,248414
27,17,Maryland,state,,150499,150479,150585,150843,151381,152032,152803,153518,154248,155019,155818,156687,157404,158057,158611,159357,160230,161282,162411,163657,164934,166151,167342,168552,169769,170944,172124,173448,175106,177007,179119,181285,183403,185423,187272,189139,190886,192661,194437,196378,198528,200992,203649,206394,209151,211920,214512,216927,219131,221446,223776,226504,229620,233440,237707,242409,247077,251366,255301,259065,262852,266499,270110,274315,279098,284645,290625,296749,302047,306752,310441,314237,317287,320357,323525,327165,330860,334048,336928,339203,340685,341154,341236,341009,340811,340538,340581,340713,340774,340567,340106,339541,338727,337235,334745,331879,329398,327408,325413,322993,319817,316110,311831,307585,303277,299215,295811,292667,289600,286279,282838,279342,276064,273571,271340,269417,267198,265344,263881,262893,262345,261722,261280,260938,261011,260982,260497,259142,257256,255272,253268,251259,249404,248260,247716,247152,246154,245067,243835,242522,240962,239738,238890,238207,237427,237003,237031,237781,238533,239323,239818,240210,240876,241623,242742,243697,244967,246262,247558,248851,250476,252211,253654,254629,255536,256616,257854,259208,260528,261863,263172,264594,265826,266537,266772,266922,267456,268042,268741,269063,269140,269241,269727,270566,271380,271941,272545,273125,273882,274717,275698,276805,277970,278780,278910,278866,279053,279739,280361,280620,280950,281615,282858,284273,285640,286911,287930,289042,289878,290404,290606,290928,291790,292883,294029,295167,296198,297061,298053,298881,299826,300316,301158,301903,302805,303393,303944,304454,305130,306280,307888,309592,310758,311527,312078,312673,313124,313623,314484,315673,317182,318875,320648,322227,322911,323033,323433,324960,327963,331768,336097,340278,344150,348370,353023,358067,362982,367331,370368,371799,371900,372267,373358,375334,378253,381864,386338,390813,394985,397968,398642,397154,394539,392857,391973,391830,392196,393069,394406,396143,398502,401134,403167,404678,405462,405946,405955,405972,406044,407070,409379,412340,414585,415238,414991,414790,415488,416876,418369,419740,420897,421781,422049,422186,422124,422010,421993,421969,422036,421982,421988
32,18,Missouri,state,,96886,97000,97170,97558,98060,98615,99218,99868,100523,101219,101975,102688,103221,103589,103996,104521,105143,105823,106518,107156,107769,108409,109091,109783,110415,111015,111533,112027,112543,113138,113784,114379,114985,115637,116312,116927,117459,117985,118497,119016,119593,120247,120924,121596,122261,122962,123630,124307,124912,125405,125781,126092,126512,127028,127668,128253,128758,129219,129724,130279,130815,131305,131769,132242,132804,133401,134012,134611,135215,135853,136458,137033,137506,137925,138286,138644,138988,139342,139704,140029,140365,140732,141107,141412,141629,141802,141952,142050,142098,142093,142065,142003,141881,141695,141383,141039,140730,140586,140483,140232,139886,139447,138988,138485,138004,137570,137015,136415,135827,135395,135067,134744,134333,133776,133141,132578,132055,131655,131520,131605,131647,131481,131419,131572,131768,131677,131293,130683,129930,129078,128194,127341,126575,125899,125169,124419,123674,123048,122540,122026,121594,121088,120650,120161,119804,119636,119693,119992,120507,121072,121622,121949,122287,122371,122340,122275,122256,122337,122451,122742,123153,123725,124353,125187,125911,126612,126858,126892,126807,126805,126900,127152,127703,128408,129175,129793,130176,130256,130350,130631,130987,131230,131537,132040,132740,133387,134101,134887,135703,136493,137087,137789,138592,139414,139855,140127,140489,141071,141539,141889,142277,142878,143689,144556,145408,146277,147114,147931,148549,149083,149528,149960,150476,151093,151800,152483,153221,154095,155268,156380,157292,157729,158104,158517,159165,159703,160350,160872,161605,162458,163523,164470,165138,165693,166090,166421,166555,167044,167809,168813,169817,170925,172168,173288,174033,174441,175199,176638,179076,181838,184791,187317,189500,191771,194479,197705,201114,204405,206790,208012,208272,208770,209993,211830,214633,218218,222453,226490,229766,232597,234147,234462,233627,232903,232488,232319,231956,231850,232371,233878,235782,237682,239154,240451,241408,241999,242187,242204,242371,243037,244183,245568,246539,247153,247631,248246,248844,249437,250212,251392,252536,253346,253460,253248,252956,252777,253059,253622,254474,255105,255937
60,19,Wisconsin,state,,118820,118785,118918,119109,119490,119937,120529,121183,121839,122480,123077,123662,124198,124721,125245,125822,126419,127048,127718,128424,129134,129823,130479,131109,131704,132256,132758,133240,133748,134300,134880,135528,136197,136943,137636,138308,138865,139387,139967,140592,141375,142249,143245,144386,145597,146877,147863,148664,149324,150095,150889,151829,153020,154417,155985,157324,158549,159638,160751,161823,162504,162986,163440,164268,165385,166659,167967,169230,170339,171258,172007,172612,173072,173529,173921,174322,174653,174920,175088,175273,175549,175883,176152,176326,176583,176812,177078,177242,177320,177317,177128,177002,176910,176939,176903,176844,176730,176412,175836,175113,174440,173952,173476,172939,172258,171314,170176,169043,167572,166526,165649,165424,165021,164581,163978,163489,162956,162425,161852,161382,161265,161464,161830,162169,162371,162233,161774,160804,159438,158000,156619,155448,154416,153412,152499,151541,150634,149815,148993,148361,147858,147368,146942,146401,146017,145752,145702,145873,146245,146673,147004,147162,147339,147561,147674,147741,147896,148288,148786,149323,149913,150543,151082,151730,152315,152909,153029,153222,153465,154061,154743,155504,156275,156899,157405,157686,157709,157461,157298,157404,157817,158330,158924,159609,160381,161043,161545,161999,162429,163066,163724,164667,165653,166556,167132,167757,168395,169107,169404,169775,170359,171345,172438,173540,174536,175325,176104,176946,177851,178741,179619,180365,181122,181965,182982,183935,184736,185590,186809,188125,189391,190307,191568,192634,193591,193868,194326,195024,196206,197729,199383,200730,201715,202480,203278,204052,204718,205482,206423,207496,208658,209758,211004,212295,213333,214032,214715,216183,218859,222190,225459,228257,230580,232843,235016,237704,241376,245710,249567,251529,251894,251670,252079,253152,255275,258051,261403,265413,269310,272682,274077,273892,272996,272411,272399,272727,274124,275863,278437,281209,284158,286210,287291,288479,289791,290578,290818,290532,290548,291452,293818,297004,299280,300833,301703,302630,303303,304232,305393,306790,308185,309571,310569,311338,312099,312860,313373,313886,314879,316610,318766
10,20,Colorado,state,,174758,175378,176064,177597,179309,181157,183029,185062,187196,189316,191355,193304,195258,197100,198966,200784,202597,204218,205816,207391,208870,210162,211215,212042,212512,212933,213535,214317,215201,215949,216676,217190,217725,218261,218766,219042,219134,219185,219465,219806,220064,220192,220331,220525,220779,221016,221372,221761,222108,222397,222734,223232,223880,224563,225191,225762,226107,226470,226786,227302,227876,228324,228775,229280,229973,230620,231215,231787,232325,232932,233485,234046,234605,234997,235320,235592,236113,236590,236880,237143,237201,237113,236793,236660,236615,236500,236436,236571,236974,237391,237699,237844,237658,237213,236478,235616,234606,233689,232808,232034,231167,230315,229310,228351,227546,226909,226193,225394,224626,224162,223848,223608,223310,222967,222462,221970,221554,221335,221355,221554,222056,222644,223160,223320,223033,222388,221490,220470,219404,218406,217486,216604,215859,215178,214530,213849,212948,212125,211333,210848,210578,210428,210401,210449,210717,211100,211555,211908,212462,213432,214867,216634,218665,220668,222542,224196,225882,227463,228709,229813,231080,232778,234745,236786,238751,240627,242251,243742,244992,246268,247482,248876,250378,251906,253517,255140,257114,259251,261650,264248,267195,270483,273680,276675,279424,282075,284865,287816,290925,293848,296670,299424,302256,304983,307654,310494,313290,315920,318102,319860,321483,323392,325889,328831,331685,334718,337777,340921,343568,345596,346960,348064,349367,351091,353225,355794,358574,361384,364126,366578,368920,370690,372639,374257,375856,377067,378235,379535,381014,382934,385023,386892,387878,388477,388923,389712,390530,391756,393454,395468,397728,400245,403142,405900,407216,407410,407571,409304,413069,418096,423832,429447,434851,440974,448410,457060,466416,475603,483270,488551,491840,495220,499784,505319,512791,522383,534307,546044,555597,561416,562013,558237,552204,547329,543574,540385,536810,533713,531100,529712,529591,531020,533106,535372,537232,538405,538711,538512,538096,538187,538913,540227,541009,540819,540521,540667,541589,542464,543363,544060,544198,543136,540603,537675,534661,532234,530342,529490,529585,530184,530756
31,21,Minnesota,state,,123108,123523,123908,124813,125806,126954,128217,129946,131734,133563,135086,136679,138116,139402,140679,142062,143476,144891,146374,147990,149714,151496,153191,154642,155847,156852,157780,158663,159808,160982,162261,163420,164625,165797,166998,168302,169613,170813,171905,172939,174111,175261,176500,177694,178978,180178,181380,182535,183631,184736,185818,187056,188367,189820,191208,192457,193630,194704,195702,196687,197860,199145,200257,201444,202672,203912,204898,205617,206378,207115,207955,208641,209223,209702,210085,210447,210700,210966,210993,210867,210490,210189,209869,209750,209745,209827,209737,209455,208974,208348,207484,206686,205894,205190,204231,203017,201614,199996,198427,196902,195545,194308,192969,191303,189402,187411,185585,183936,182380,180914,179221,177656,176416,175605,175029,174556,173967,173234,172481,172036,171828,171903,172344,172873,173348,173340,172960,171961,170504,168843,167308,165597,163973,162279,161037,159759,158507,157229,156095,155236,154473,153740,152937,152110,151455,151247,151599,152237,153033,154055,155364,156778,158267,159801,161184,162442,163609,164764,165919,166969,168172,169510,171002,172675,174286,175889,177111,178250,179247,180358,181485,182513,183450,184032,184489,184813,185156,185379,185698,186131,186884,187827,188920,190070,191186,192112,192919,193720,194646,195673,196724,197971,199438,200924,202179,203356,204277,205155,205700,206292,207066,208088,209329,210698,212191,213796,215405,217167,218766,220109,220993,221592,222108,222780,223832,225259,226764,228352,230212,232094,233765,234753,235852,236783,237703,238158,238656,239374,240528,242146,243964,245521,246493,247189,247678,248149,248417,248955,249917,251225,252789,254529,256433,258133,259014,259225,259247,260045,262122,265153,268694,272189,275400,278663,281917,285541,289630,294091,297980,300135,300662,300725,301520,302943,305628,309121,313495,317927,321754,324615,325168,323880,321494,319855,318832,317979,317062,316573,316830,317778,319132,320699,322019,323097,323853,323995,323907,323515,323259,323483,324634,326058,326843,326674,326328,326504,327129,328291,329455,331140,332566,333621,333513,333086,332609,332602,333254,334191,335385,336491,337686
